Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,63,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,1,ivory carvings,,Q,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,2,ivory carvings,,T,O
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,XX,1,,ivory carvings,,E,O
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,8,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZW,,,1,ivory carvings,,,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,HK,ZW,,,9,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IN,ZW,,,6,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CF,,,1,ivory carvings,,H,
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CF,,,6,ivory carvings,,,
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,,33,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZA,,,17,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,ZW,,,4,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZW,,,1,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KR,ZW,,,5,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,KW,ZW,,,1,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LY,CF,,,1,ivory carvings,,H,
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MA,ZW,,,1,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MX,ZW,,8,,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,MW,,,55,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NL,ZA,,,12,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NO,ZW,,,3,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,AO,,2,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,ZM,,5,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,5,5,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,5,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZM,,1,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,,1,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,6,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,ZW,,,2,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,,17,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZW,,,1,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RO,ZW,,,1,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RU,ZW,,,3,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SA,ZW,,,1,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SE,ZW,,,3,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,ZW,,,13,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TZ,ZW,,,3,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,2,,ivory carvings,,T,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CF,,2,,ivory carvings,,T,O
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,1,,ivory carvings,,T,O
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,,6,ivory carvings,,S,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,2,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,9,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,2,,ivory carvings,,T,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,3,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,21,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,3,,ivory carvings,,,I
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,,5,ivory carvings,,,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,XX,ZW,,,2,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,8,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,162,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,ZW,,,4,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZM,ZW,,,3,ivory carvings,,T,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,MW,,,9,ivory carvings,,P,W
1995,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,ZW,,,1,ivory carvings,,,
1995,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,ZW,,,15,ivory carvings,,,W
1995,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,ZW,,,3,ivory carvings,,T,W
1995,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,ZW,,,5,ivory carvings,,T,W
1996,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZW,,12,,ivory carvings,,,I
1996,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,DE,KE,XX,1,,ivory carvings,,P,O
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZW,,2,,ivory pieces,,P,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,KE,,1,,ivory carvings,,P,O
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,51,ivory pieces,,P,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,,2,,ivory carvings,,T,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,ZA,,3,,ivory carvings,,P,O
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,CM,XX,15,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,MZ,XX,12,,ivory carvings,,T,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,MZ,XX,24,,ivory pieces,,T,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,ZW,XX,2,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,,24,ivory carvings,,P,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,TZ,9,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,ZA,ZW,36,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,ZM,2,,ivory carvings,,P,O
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CF,,,8,ivory carvings,,P,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,,21,ivory carvings,,H,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CM,,21,,ivory carvings,,P,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JM,MW,,,26,ivory carvings,,P,
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,MC,CM,,9.6,,ivory carvings,kg,P,O
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,MW,,,40,ivory carvings,,T,
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,TZ,,3,ivory carvings,,P,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,2,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,21,,ivory pieces,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZM,,6,,ivory pieces,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,5,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,378,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,CD,,17,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,,1.059,ivory carvings,kg,P,O
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,77,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,AO,XX,1,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,XX,5,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,10,,ivory carvings,,S,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,23,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CD,,5,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,UG,,1,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,XX,3,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,2,ivory carvings,,P,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,2,,ivory carvings,,T,O
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,6,,ivory carvings,,T,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,17,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,3,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,1,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,XX,1,,ivory carvings,,,U
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,26,,ivory carvings,,,I
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,4,,ivory carvings,,,U
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,11,,ivory carvings,,,W
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,81,ivory carvings,,P,
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZA,MW,,,118,ivory carvings,,T,
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,MW,,,18,ivory carvings,,P,
1996,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ZW,MW,,,17,ivory carvings,,,
1996,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,AU,ZA,,,8,ivory pieces,,P,W
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,ZA,,9,,ivory carvings,,P,O
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MW,,3,,ivory carvings,,,I
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,XX,,1,ivory carvings,,T,O
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,1,,ivory carvings,,,I
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZM,,24,,ivory carvings,,,I
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZW,,6,,ivory carvings,,,I
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,KR,CM,,17,,ivory carvings,,P,
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KE,XX,1,,ivory carvings,,,W
1997,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,KE,,1,,ivory carvings,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AT,ZA,,1,,ivory carvings,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,GH,,21,ivory carvings,,P,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,1,,ivory carvings,,P,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,1,ivory pieces,sets,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,12,ivory pieces,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZW,,51,,ivory carvings,,P,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,CD,,,1,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZA,XX,1,,ivory carvings,sets,E,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZA,,,9,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZA,,,4,ivory carvings,,Q,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,XX,1,,ivory carvings,,E,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,8,,ivory carvings,,E,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,ZW,,,1,ivory carvings,,T,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,1,ivory pieces,sets,P,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,NA,,4,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,,,1,ivory carvings,sets,P,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,UG,,,57,ivory pieces,,S,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,ES,AO,XX,700,,ivory pieces,g,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,,5,ivory carvings,,,
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CM,,21,,ivory carvings,,P,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,3,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,15,ivory pieces,,T,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CF,,,7,ivory carvings,,,
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,KE,,,9,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,ZA,NA,,3,ivory pieces,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,ZM,,9,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,30,,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,7,,ivory carvings,,P,
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,1,,ivory carvings,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,1,ivory pieces,sets,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZM,,8,,ivory carvings,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,155,,ivory pieces,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,MZ,,55,,ivory pieces,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,SG,ZA,,8,,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,TW,ZA,XX,,8,ivory carvings,sets,T,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,CD,1,,ivory carvings,,,O
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,1,,ivory carvings,,,U
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,UG,,3,,ivory carvings,,,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,,16,ivory carvings,,P,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,3,,ivory carvings,,,I
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,ivory carvings,,T,W
1997,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZW,,2,,ivory carvings,,,I
1997,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NA,ZA,NA,5.67,,ivory pieces,kg,L,W
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,ZA,,2,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,XX,1,,ivory carvings,,P,O
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,,2,,ivory carvings,pairs,P,O
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,ZA,,2,,ivory carvings,,P,O
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,KE,,250,,ivory pieces,g,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,KE,,4,,ivory pieces,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MW,,8,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,MZ,,18,,ivory pieces,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZA,,2,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,ZM,,78,,ivory pieces,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,KE,,4,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,ZA,,20,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,ZM,,2,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,ZW,,33,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,CM,XX,4,,ivory carvings,,P,U
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZA,XX,2,,ivory carvings,,,I
1998,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,US,ZW,XX,5,,ivory carvings,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,MW,,3,,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,KE,,4,ivory pieces,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,ZW,,2,ivory pieces,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,,5,ivory carvings,sets,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,5,,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,AU,ZA,,50,6,ivory pieces,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,CF,,,12,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,XX,1,,ivory carvings,,P,O
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CA,ZA,,,1,ivory carvings,sets,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,XX,1,,ivory carvings,,P,O
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,ZA,,1,,ivory carvings,sets,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,CM,,1,,ivory carvings,,P,O
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,MW,,3.9,,ivory carvings,kg,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,ZW,,4,,ivory carvings,,P,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CF,,,8,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,KE,,,1,ivory carvings,sets,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,LR,,6,ivory pieces,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,GB,ZA,,,2,ivory carvings,,T,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,CF,,,44,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,KE,ET,,25,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,IT,KE,,,5,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,JP,ZA,,231,132,ivory pieces,,S,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LB,CF,,,1,ivory carvings,sets,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,,5,ivory carvings,sets,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,9,,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZA,,4,,ivory carvings,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,NZ,ZW,,1,,ivory carvings,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,AO,,21,,ivory pieces,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PT,ZA,,4,,ivory pieces,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,RO,CM,,,10,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,XX,11,,ivory carvings,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,XX,4,,ivory carvings,,,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CM,,1,,ivory carvings,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,KE,,24,,ivory carvings,,T,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,KE,,24,ivory carvings,,P,W
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,ZW,5,,ivory carvings,,P,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZA,,1,,ivory carvings,,P,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,XX,1,,ivory carvings,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,3,,ivory carvings,,,I
1998,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,ZM,,1,,ivory pieces,,,I
